,username,komentar_netizen,tanggal_dibuat,clean_text
770,Ninaninabudiman,IKN akan menjadi ibukota terbaik di mana semuanya akan berbasis State of the art of Technology termasuk sumber energi bersih untuk IKN Nusantara yang didukung teknologi pintar berbasis AI https://t.co/OXzb74Tu6k,Mon Mar 11 09:56:51 +0000 2024,ikn ibukota bas state of the art of technology masuk sumber energi bersih ikn nusantara dukung teknologi pintar bas ai
771,JelajahMadiun,Beginilah progres pembangunan Ibu Kota Nusantara (IKN) Sobat Minjel ada yang tertarik buat pindah ke sana? by Instagram/wpsiswanto #kprvbusiness #kprvupdate #madiun #ikn #nusantara #ibukota #indonesia #reelsfyp #viral #videofyp #videoviral #kalimantan #beritafyp #fyp https://t.co/H8MX71lqlU,Mon Mar 11 01:48:05 +0000 2024,progres bangun kota nusantara ikn sobat minjel tarik pindah kah by instagramwpsiswanto
772,tidimedianews,Warga Jakarta diinformasikan tak lagi menyandang status tinggal di Daerah Khusus Ibukota atau DKI. Sebelumnya Jakarta telah kehilangan status DKI sebagai sejak 15 Februari 2024 lalu. Meski demikian Jakarta masih menyandang status Ibu Kota Indonesia. #jakarta #ibukota #ikn https://t.co/tbWLknhv20,Sat Mar 09 02:19:00 +0000 2024,warga jakarta informasi sandang status tinggal daerah khusus ibukota daerah khusus ibukota jakarta hilang status daerah khusus ibukota februari jakarta sandang status kota indonesia
773,gm_gm,Dikabarkan Universitas Standford yg terkenal itu akan membangun kampus di Ibukota baru (IKN). Kepala Otorita yg mempersiapkan IKN Bambang Susantono bilang Mei 2024 ini Standford akan mulai membangunnya bahkan dikatakan akan ada 8 universitas lain yg menyusul. Dari,Sat Mar 09 10:19:39 +0000 2024,kabar universitas standford kenal bangun kampus ibukota ikn kepala otorita ikn bambang susantono bilang mei standford bangun universitas susul
774,drama_maya8,IKN ibukota Indonesia tp wrg setempat digusur paksa. seakan membangun IKN tuk menjajah merampas mengusir rakyat. apakah kp Tua senasib dgn penduduk P Rempang ? pjbt mental penindas &amp; penjarah ats nama negara. https://t.co/eY0RWkD0pq,Tue Mar 12 21:07:01 +0000 2024,ikn ibukota indonesia wrg gusur paksa bangun ikn tuk jajah rampas usir rakyat kp tua nasib duduk rempang pjbt mental tindas amp jarah nama negara
775,0xladePick2,Jakarta masih IBUKOTA NEGARA https://t.co/5jjuibdjYE,Tue Mar 12 01:30:52 +0000 2024,jakarta ibukota negara
776,__PASMANTAP,Udah banyak yg tau ttg berita ini blm.? Setelah undang-undang nomor 29 tahun 2017 kehilangan validitas atas implikasi dari UU ibukota negara (IKN). JAKARTA SUDAH TIDAK LAGI MENJADI IBUKOTA https://t.co/TrmqHOdHj2 https://t.co/MwgaqhaxT0,Sat Mar 09 02:17:33 +0000 2024,berita undangundang nomor hilang validitas implikasi undang ibukota negara ikn jakarta ibukota
777,dhikawama,Cocok nih buat di Indo 1. Jakarta (ibukota legislatif) 2. IKN (ibukota eksekutif) 3. Jogjakarta (ibukota yudikatif) Terbentuk segitiga emas https://t.co/YuZnQN1iol,Sat Mar 09 07:49:46 +0000 2024,cocok indonesia jakarta ibukota legislatif ikn ibukota eksekutif jogjakarta ibukota yudikatif bentuk segitiga emas
778,detik_edu,Akhir-akhir ini ramai soal isu Jakarta sudah kehilangan status Ibu Kota Indonesia sejak 15 Februari 2024. Hmm benarkah seperti itu?⁣ ⁣ Simak yuk pembahasannya di slide berikut yuk!⁣ ⁣ &gt;&gt; https://t.co/PMgnW3dwAE #detikedu #Jakarta #IbuKota #IKN https://t.co/D6opBOw0Xz,Sun Mar 10 07:00:01 +0000 2024,akhirakhir ramai isu jakarta hilang status kota indonesia februari hmm simak ayo bahas slide ayo gtgt
779,AthaliaDamaria,Simulasi ibukota pindah IKN. https://t.co/sW2HqHJaiP,Tue Mar 12 11:26:34 +0000 2024,simulasi ibukota pindah ikn
780,Abah08_99,Ternyata warga jakarta setuju dg dipindahnya Ibukota Negara ke IKN.. Selamat..!!,Tue Mar 12 02:01:50 +0000 2024,nyata warga jakarta tuju pindah ibukota negara kah ikn selamat
781,theaqyal,Kejar selesai sebelum hari 17 agustus. Jokowi mau pamer bahwa dia hebat dan oligarki mau pamer bahwa mereka yang membangun ibukota modern IKN sambil nyedot SDA sana.,Tue Mar 12 02:08:33 +0000 2024,kejar selesai agustus jokowi pamer hebat oligarki pamer bangun ibukota modern ikn nyedot sda
782,katasiapalo,Bandung boleh jd ibukota Jawa Barat IKN bs jd ibukota Indonesia tp Garut selalu jd ibukota wanita cantik di Indonesia.,Sun Mar 10 07:58:57 +0000 2024,bandung ibukota jawa barat ikn ibukota indonesia garut ibukota wanita cantik indonesia
783,Bowodoel27,Jokowi sebagai Bp perpindahan Ibukota IKN kalau yen ono duit ne,Tue Mar 12 21:33:45 +0000 2024,jokowi bp pindah ibukota ikn yen ono uang
784,aswat65285603,Hanya ada and you know what it is. satu caruntuk menghentikan Fakta UU IKN sudah expired DKJ belum jelas dimana ibukota negara sekarang? #batalkan_amandemen_UUD_1945 https://t.co/0OmpfqKkMZ,Sun Mar 10 20:23:01 +0000 2024,and you know what it is caruntuk henti fakta undang ikn expired dkj ibukota negara
785,lastweetX,pembangunan IKN warganya bukannya diajak dialog kasih solusi karena lahannya diambil malah kena pidana. Lagian ibukota bilangnya mau pindah malah bikin kota baru ,Mon Mar 11 09:29:26 +0000 2024,bangun ikn warga ajak dialog kasih solusi lahan ambil kena pidana ibukota bilang pindah bikin kota
786,RDewa72499,IKN itu kota buat para elite aja yang ga pingin kena macet banjir dan masalah lain di DKI. mereka cm lari dari masalah bukan menyelesaikan masalah di ibukota,Tue Mar 12 22:06:23 +0000 2024,ikn kota elite pingin kena macet banjir daerah khusus ibukota lari selesai ibukota
787,fauzidjambak2,Yang namanya ibukota negara itu dimana mana tetap milik rakyat... Nah.... Kalau rakyatnya diusir siapa dong yg jadi penghuni IKN...???,Sun Mar 10 16:16:01 +0000 2024,nama ibukota negara milik rakyat rakyat usir huni ikn
788,Arabic_Prophet,mkny ibukota hrs segera pindah ke IKN.. kadal2 kyk somad cs.. dah dilarang masuk kalimantan..,Sat Mar 09 08:16:08 +0000 2024,mkny ibukota pindah kah ikn kadal2 somad cs larang masuk kalimantan
789,paksubaidi,Ibu tiri tak sekejam Ibukota. https://t.co/9s4DSXvjA2,Tue Mar 12 19:07:29 +0000 2024,tiri kejam ibukota
790,roro_anteng,Yang sudah ada saja tidak terurus.. Ada ibukota Jakarta yang jauh lebih baik dan strategis bagi Indonesia. Ini sudah tanda yang terlalu berpotensi pada resiko besar. Apalagi jika bertekad membangun IKN dengan apapun alasannya. Yang dulu saja tidak dipertahankan.. Narasi,Sun Mar 10 12:25:44 +0000 2024,urus ibukota jakarta strategis indonesia tanda potensi resiko tekad bangun ikn alas tahan narasi
791,basaheh,Apakah zaman dahulu yang menolak jakarta sebagai ibukota juga dibotaki? IKN diputuskan atas dasar permintaan oligarki kepada pemerintah lalu pemerintah malah kayak jadi musuhnya adalah rakyat. Apakah Swasta lebih berkuasa daripada negara?,Sat Mar 09 22:42:55 +0000 2024,zaman tolak jakarta ibukota botak ikn putus dasar oligarki perintah perintah kayak musuh rakyat swasta kuasa negara
792,wahyukencono,Adipura utk kota besar dikuasai DKI Jakarta terutama Jaksel Jakarta sdh mulai bersaing dengan kota2 besar lain di ASEAN. Tambah optimis bila ibukota nantinya pindah ke IKN beban Jakarta makin ringan utk mjd kota level dunia.,Tue Mar 12 07:25:36 +0000 2024,adipura kota asai daerah khusus ibukota jakarta utama jaksel jakarta saing kota2 asean optimis ibukota pindah kah ikn beban jakarta ringan kota level dunia
793,abiebakier9628,@Aryprasetyo85 Sejak diundangkannya IKN sbagai ibukota Nusantara sejak itulah warga diwilayah itu sudah tidak memiliki hak apapun tanah rumah dll.Jika warga setempak diusir itu wajar saja.krn UU IKN ini betul2 sulapan prosesnya &amp; mulus gada perlawanan di DPR hanya PKS saja.solusi ganti rezim.,Tue Mar 12 03:51:02 +0000 2024,undang ikn sbagai ibukota nusantara warga wilayah milik hak tanah rumah dlljika warga setempak usir wajar sajakrn undang ikn betul2 sulap proses amp mulus gada lawan dewan wakil rakyat partai adil sejahtera sajasolusi ganti rezim
794,salonkecantipan,@ARSIPAJA Sekalian jadiin kaisar aja lah gausah nanggung².. bubarin republik trus bangun kekaisaran nusantara ibukota di ikn jokiwo jd kaisarnya wkwk https://t.co/2T3wxdtrPq,Mon Mar 11 04:27:41 +0000 2024,kaisar gausah nanggung bubar republik bangun kaisar nusantara ibukota ikn jokiwo kaisar tertawa
795,EYulihastin,Ada juga pejabat daerah yg merespons Ibu kenapa baru sampaikan kajian ttg iklim dan perubahan iklim di IKN yg menunjukkan semakin kering ekstrem hingga 2050 sekarang? Seharusnya sebelum IKN diputuskan jadi Ibukota. Wah Pak saya bukan siapa-siapa hanya peneliti yg mengkaji.,Mon Mar 11 06:55:30 +0000 2024,jabat daerah respons kaji iklim ubah iklim ikn kering ekstrem ikn putus ibukota siapasiapa teliti kaji
796,yuusha01_a,@MorphoMenelausX Ngehubungin KCIC sama IKN dgn mobilitas tuh agak lucu sih ya. 1. Siapa yang mau PP Bandung-Jakarta pakek KCIC setiap hari? Boncos bos. Kalau ngomong pulangnya tiap minggu ya bukan mobilitas namanya. 2. IKN gk didesain untuk ngurangin kemacetan ibukota. Sad truth i know!,Tue Mar 12 15:04:36 +0000 2024,ngehubungin kcic ikn mobilitas lucu sih iya pulang pergi bandungjakarta pakai kcic boncos bos bicara pulang minggu iya mobilitas nama ikn desain ngurangin macet ibukota sad truth i know
797,MasirMarja,@DPR_RI inikan puru-pura ribut saja menyalahkan yang lain padahal itu drama korea kata BBambangpacul kom III. Buktinya @DPR_RI menyetujui IKN Jakarta tidak lagi Ibukota Gubernur ditunjuk Bansos setuju. Smoga skarang tujuan perjuangan sama dgn rakyat guru besar &amp; para ahli.,Sat Mar 09 00:21:29 +0000 2024,purupura ribut salah drama korea bbambangpacul kom iii bukti tuju ikn jakarta ibukota gubernur bansos tuju smoga skarang tuju juang rakyat guru amp ahli
798,indoposco,Ketua Komisi II Sebut Indonesia Punya Dua Ibu Kota https://t.co/QWvzsEb8ql #indoposco #ahmaddolikurnia #DKJ #IbuKota #IKN #KomisiIIDPRRI #RUUDKJ,Mon Mar 11 13:45:22 +0000 2024,ketua komisi ii indonesia kota
799,HariMurti1,Wahh wah wahh tetnyata mksd pembangunan IKN itu ini ya trnyata. Kata nya pindah ibukota buat pemerataan pembangunan Indonesia tp mlh 'bangunan' warga aslinya yg asli turun temurun dsitu dirubuhin buat elit2 IKaeN ,Mon Mar 11 14:38:57 +0000 2024,wahh wahh tetnyata maksud bangun ikn iya trnyata nya pindah ibukota perata bangun indonesia mlh bangun warga asli asli turun turun dsitu dirubuhin elit2 ikaen
800,MuhammadArdul,@msaid_didu Ternyata cara² isriwil pun di contoh oleh mereka kok jadinya ibukota lebih kejam dari ibu tiri yaa beneran di ikn,Mon Mar 11 05:16:15 +0000 2024,nyata isriwil contoh ibukota kejam tiri yaa beneran ikn
801,antozz,@AdamVelcro IKN : Ibukota Kebanyakan Ngutang,Sat Mar 09 02:28:26 +0000 2024,ikn ibukota ngutang
802,kretekmantab,@UyokTweet Mandaunya dipake babat rumput di IKN (Ibukota Kalimantan Namanya),Mon Mar 11 18:52:10 +0000 2024,mandau dipake babat rumput ikn ibukota kalimantan nama
803,sihnthinks,lagi diem tbtb keingetan idol gw ada yg tau ibukota pindah ke ikn,Mon Mar 11 17:54:17 +0000 2024,diem tbtb keingetan idol ibukota pindah kah ikn
804,Slmtrahardi,@AdamVelcro Asli bikin terhibur liat jawaban ny bikin ngakakklo saya IKN IBUKOTA KONAHA NEPOTISME cocok x y,Sat Mar 09 05:55:25 +0000 2024,asli bikin hibur lihat nya bikin ngakakklo ikn ibukota konaha nepotisme cocok ya
805,Wardy79097882,@jokowi IKN ibukota nosantara jakarta tetap ibukota indonesia,Sat Mar 09 09:24:45 +0000 2024,ikn ibukota nosantara jakarta ibukota indonesia
806,rontokrontok,@21_mozza Jangan pindahkan ibukota ke ikn harus tetap di jakarta. Krna kalaw ibu kota colab daerah2 lain yang ingin merdeka bisa lebih mudah.,Sat Mar 09 03:03:03 +0000 2024,pindah ibukota kah ikn jakarta krna kalaw kota colab daerah2 merdeka mudah
807,oknumizm,@ethadisaputra Ibukota amerika juga kabarnya akan pindah ke ikn,Mon Mar 11 14:39:01 +0000 2024,ibukota amerika kabar pindah kah ikn
808,KRathalos97,@FuzaFirdaus @PandaMerahku Saya sbnrny aslinya kontra dengan pembangunan IKN saya lebih setuju klo pemindahan ibukota ke Kalimantan cukup pakai kota yg SDH ada aj mcm Palangkaraya yg dlu kan pas era Soekarno sempat mau direncanakan jdi ibukota negara Krn lokasi ny yg strategis &amp; ditengah2 negara,Tue Mar 12 13:05:11 +0000 2024,asli kontra bangun ikn tuju pindah ibukota kah kalimantan pakai kota palangkaraya pas era soekarno rencana ibukota negara lokasi nya strategis amp ditengah2 negara
809,KRathalos97,@FuzaFirdaus @PandaMerahku Pembangunan IKN jg Krn mikir selain pembabatan lahan yg makin masif jg gmn dgn manajemen biayany TPI wlopun itu bagaimana pun sy jg ttp dukung pemindahan ibukota ke Kalimantan entah bangun kota baru ato pake kota yg sdh ad mmg cocoknya ibukota kt tuh di kalimantan,Tue Mar 12 13:06:56 +0000 2024,bangun ikn mikir babat lahan masif bagamana manajemen biayany wlopun dukung pindah ibukota kah kalimantan bangun kota pakai kota cocok ibukota kalimantan
810,kaktusxnxx,@sociotalker Kenapa harus jakarta bandung kan ibukota dan pusat pemerintahan mau pindah ke ikn.,Mon Mar 11 01:17:34 +0000 2024,jakarta bandung ibukota pusat perintah pindah kah ikn
811,FaktawartaC,@gm_gm Kl angan IKN sebagai ibukota negara universitas lebih dari level Standford juga hal biasa membangun disana.,Sun Mar 10 05:25:01 +0000 2024,angan ikn ibukota negara universitas level standford bangun
812,sukartapijadi,@txtdrbekasi Atas dedikasinya Bekasi layak jadi ibukota interim/caretaker di masa transisi dari Jakarta ke IKN,Sun Mar 10 12:47:09 +0000 2024,dedikasi bekas layak ibukota interimcaretaker transisi jakarta kah ikn
813,AgusRif32998342,@DokterTifa Djakarta pernah jadi ibukota sekarang kita sambut ibukota baru indonesia IKN yg ga setuju dan ga ikhlas semoga dimudahkan segala urusannya .,Mon Mar 11 02:33:37 +0000 2024,djakarta ibukota sambut ibukota indonesia ikn tuju ikhlas moga mudah urus
814,sembarangaelah,@YustineMelinda @shallypristine banyak masyarakat disana ngira kalo disitu ada IKN mereka jd warga ibukota yg terjamin ekonominya maju..,Mon Mar 11 03:26:04 +0000 2024,masyarakat ngira situ ikn warga ibukota jamin ekonomi maju
815,abdimohamadeko1,@kompascom Nafsu bgt nguasain Ibukota Jakarta biar bs di pindahin ke IKN..knp si muka ndeso ini otaknya jahat bgt ya..tp ngmng2 emang boneka punya otak gt ya,Tue Mar 12 16:55:13 +0000 2024,nafsu banget nguasain ibukota jakarta biar pindahin kah iknknp si muka ndeso otak jahat banget yatp ngmng2 boneka otak gitu iya
816,PrU34h4n,@PelatihT1dur Tetep aja kalau kita tanya sama anak SD apakah nama ibukota negara indonesia pasti di jawab JAKARTA Krn anak SD ngk kenal IKN ( Ikatan Keluarga Napotisme ) ,Sun Mar 10 02:03:32 +0000 2024,tetep anak sd nama ibukota negara indonesia jakarta anak sd ngk kenal ikn ikat keluarga napotisme
817,Muhikhsan52,@LilySweetScar @Jatosint Kalau sekarang mungkin gak akan diserang jakarta karena bukan ibukota lagi ibukota pibdah ke IKN jadi ikn yang harus diperkuat,Sat Mar 09 12:14:48 +0000 2024,serang jakarta ibukota ibukota pibdah kah ikn ikn kuat
818,EMusiran,@tempodotco IKN itu penjajahan merebut wilayah negara lain oleh komuniscina dngn alasan pembangunan ibukota baru. Setelah jadi semua akan dikuasai china.,Tue Mar 12 10:13:47 +0000 2024,ikn jajah rebut wilayah negara komuniscina alas bangun ibukota asai china
819,reza_rizkiy,@democrazymedia Lo lo lo kalian harus mau di relokasi ini sabda dari tuanku jokowi klo kalian gk mau di relokasi gimana nasib IKN ini demi rakyat Indonesia agar memiliki ibukota yg lebih maju kalian harus mau digusur,Mon Mar 11 08:28:07 +0000 2024,relokasi sabda tuanku jokowi relokasi nasib ikn rakyat indonesia milik ibukota maju gusur
820,safensoundrk,@anitamarlian2 @DokterTifa Nah ini alasan gua kontra IKN like coba liat saudara2 kta ini ketimpangan jelas bgt. Yo mbok jangan lari dr masalah d jkrta managemen harus lbih serius lagi klo mau permasalahan d ibukota membaik wlpun ga 100% hilang. Oligarki is annoying,Mon Mar 11 05:54:12 +0000 2024,alas kontra ikn like coba lihat saudara2 kta timpang banget iya mbok lari jkrta managemen lbih serius ibukota wlpun hilang oligarki is annoying
821,Suharto_BC,@jokowi Artis Daerah dl srng kita dengar klu pengen lbh Sukses lg hrs berani Hijrah ke Jakarta /ke Ibu Kota .( Inul Pasha Srimulat dll ) Pertinyiinyi ( Ala Thukul ) Kedepan nya Artis Derah Hijrahnya Ke IKN ( Siapa yg Nonton klu Ada Konsèr ) klu ke Jakarta Bkn ibukota ke YouTube,Sat Mar 09 09:10:52 +0000 2024,artis daerah srng dengar klu sukses berani hijrah kah jakarta kah kota inul pasha srimulat pertinyiinyi ala thukul nya artis dah hijrah kah ikn nonton klu kons r klu kah jakarta ibukota kah youtube
822,ariq_muafan,@DokterTifa Fokus realisasi 'kota hutan' kedepan (RTH bukit Soeharto &amp; goa Tapak Raja) IKN (sisi Sepaku) saat ini daerah 'hijaunya' hutan ekaliptus milik ITCI &amp; hutan kelapa sawit milik warga lokal. Jgn kemakan clickbait judul berita Toh juga pengusaha ga rugi2 amat kalo ibukota pindah.,Tue Mar 12 01:08:05 +0000 2024,fokus realisasi kota hutan rth bukit soeharto amp goa tapak raja ikn sisi paku daerah hijau hutan ekaliptus milik itci amp hutan kelapa sawit milik warga lokal makan clickbait judul berita usaha rugi2 ibukota pindah
823,bacadarikiri,oot. banyak2nya bahas ibukota baru kenapa orang2 masih lebih suka nyebut 'ikn' daripada 'nusantara' (nama resmi) ya? apa karena 'nusantara' sudah ada lebih dulu dalam memori kita dengan konsep yg jauh berbeda dengan yg sekarang ada? pergeseran nama = pergeseran ingatan.,Mon Mar 11 05:28:52 +0000 2024,out of topic banyak2nya bahas ibukota orang2 suka nyebut ikn nusantara nama resmi iya nusantara memori konsep beda geser nama geser
824,Yehet041,@dianziahh @boBaller029 @fajri_wiriana @DokterTifa Nah justru itu knp harus terburu buru untuk memindahkan ibukota ke Ikn? Padahal bisa dibilang negara masih ada utang tp makin banyak utang gara gara Ikn ini Belum yg woosh,Mon Mar 11 15:44:20 +0000 2024,buru buru pindah ibukota kah ikn bilang negara hutang hutang gara gara ikn woosh
825,C2wet333,@bersatulahnkri @SammiSoh Ikn dipindahkan ke Borneo supaya hutan semakin habis &amp; jadi ibu kota baru yg ga berpenghuni seperti dibanyak negara lain yg terjebak hutang cina demi membangun ibukota baru tp nyatanya sulit memindahkan orang2. Rakyat banyak yg teriak beras mahal sembako mahal masih budek aja!,Tue Mar 12 22:44:39 +0000 2024,ikn pindah kah borneo hutan habis amp kota hun negara jebak hutang cina bangun ibukota nyata sulit pindah orang2 rakyat teriak beras mahal sembilan bahan pokok mahal budek
826,alfatih212426,ibukota negara China IKN di Danai di design China,Fri Mar 15 11:17:43 +0000 2024,ibukota negara china ikn dana design china
827,violetevrgarde,Loh apa itu masyarakat adat? Kita harus membuat Indonesia maju dengan IKN sebagai ibukota futuristik yang akan mengundang warga singapore ke kalimantan cuy Indonesia harus dipenuhi orang orang kaya yang middle income sama miskin sorry ye,Wed Mar 13 21:45:01 +0000 2024,loh masyarakat adat indonesia maju ikn ibukota futuristik undang warga singapore kah kalimantan cuy indonesia penuh orang orang kaya middle income miskin maaf ye
828,HilMumm,Masih tidak siap kalo Jakarta bukan lagi ibukota Padahal aku tinggal dekat IKN loh.. tapi aku lebih senang kalo Ibukota Indonesia itu Jakarta aja ,Sat Mar 16 21:25:24 +0000 2024,jakarta ibukota tinggal ikn loh senang ibukota indonesia jakarta
829,iCan12642,gw gak tau ya tpi emg beberapa aset negara di jakarta itu ktnya ada yg blm lengkap surat2nya maybe maybee lhooo alasan gub dkj ditunjuk itu ya buat jaga aset2 ini setelah ibukota pindah ke ikn,Thu Mar 14 16:59:41 +0000 2024,iya aset negara jakarta ktnya lengkap surat2nya maybee lhooo alas gubernur dkj iya jaga aset2 ibukota pindah kah ikn
830,nuyichan,Tuh kan udh bener gw dr awal ga dukung IKN. Kalian nikmati aja lah ini kan kepengenan kalian ada ibukota di Kalimantan...,Fri Mar 15 21:42:01 +0000 2024,dukung ikn nikmat ken ibukota kalimantan
831,akusiapa052,uda berat tinggal di indonesia.. Ibukota pindah.. sumatera jawa akan jadi kacung penguasa untuk makmurkan mereka di IKN.... hanya ada 2 cara.. keluar dari indonesia tiap provinsi.. atau revolusi jilid 2,Sat Mar 16 12:24:05 +0000 2024,berat tinggal indonesia ibukota pindah sumatera jawa kacung kuasa makmur ikn indonesia provinsi revolusi jilid
832,SUmmat24,Bukan mbedol desa lagi Tapi mbedol ibukota Penduduk dekat IKN jadi penonton Penduduk baru berdatangan dapat fasilitasnya Salam ambyar,Fri Mar 15 07:57:12 +0000 2024,mbedol desa mbedol ibukota duduk ikn tonton duduk fasilitas salam ambyar
833,Vincejius,Ditunggu upgirls sister versi IKN min orang kampung kayak saya butuh hiburan juga nih min mumpung baru jadi ibukota @theupgirls,Thu Mar 14 06:24:10 +0000 2024,tunggu upgirls sister versi ikn min orang kampung kayak butuh hibur min selagi ibukota
834,RFRiyadii,Jadi kan katanya Jakarta udah bukan ibukota lagi lantas ini negara belum punya ibukota baru? Atau IKN udah resmi? Atau jadi bubar? Atau gimana? Gak pada peduli juga kan?,Wed Mar 13 11:25:32 +0000 2024,jakarta ibukota lantas negara ibukota ikn resmi bubar peduli
835,Nov_174,IKN ini lebih parah Dana gede..lagian sok sok an..negara masih Morat Marit rakyat masih byk lapar. Ini bangun ibukota baru..maksain diri demi terlihat wow..makanya negara asing ga mau invest. Di ketawain yg ada sama mrk..sekelas China aja ga mau bikin ibukota baru. ,Sat Mar 16 08:10:29 +0000 2024,ikn parah dana gedelagian sok sok annegara morat marit rakyat lapar bangun ibukota barumaksain lihat wowmakanya negara asing invest ketawain mrksekelas china bikin ibukota
836,firman__nurhuda,Miduk anda itu seperti deterjen berbusa mulu tapi anda tanpa sadar menganggap IKN itu buruk Dulu kau puji² sekarang karena beda pandangan Kau kritisi karena kejadian hal ini :v. Sudah ketebak 01 dan 03 Ingin Ibukota Indonesia tetap di Jkt ,Fri Mar 15 03:35:00 +0000 2024,miduk deterjen busa melulu sadar anggap ikn buruk puji beda pandang kritisi v tebak ibukota indonesia jakarta
837,Duren___,@kusjantonoWK @pratikno_priyo Baca judul beritanya.. ... TAK MAU ADA PERKAMPUNGAN DI IKN ..... .. Yg dibangun tih Ibukota Negara... Sampean bandingkan dg PIK kompleks perumahan yg emg ditujukan bg Masy tertentu??... https://t.co/GQGG4Yo0br,Fri Mar 15 06:11:21 +0000 2024,baca judul berita kampung ikn bangun tih ibukota negara sampean banding pik kompleks rumah tuju masyarakat
838,dprddkijakarta,Status Ibukota Jakarta Dicabut DPRD Harap RUU DKJ segera Rampung #DPRD #DPRDDKIJAKARTA #IKN #DKJ https://t.co/0HFiMf4BfG,Wed Mar 13 01:08:05 +0000 2024,status ibukota jakarta cabut dewan wakil rakyat daerah harap rancang undang dkj rampung
839,AdrianvanFlores,Kekhususan Jakarta seharusnya hilang setelah ibukota Negara pindah ke Kota Nusantara ! Kembalikan Jakarta sebagai Daerah Otonom setingkat Provinsi ! Aneh klo diwacanakan status Jakarta sbg Daerah Khusus ! Status Daerah Khusus hanya diberikan kpd IKN !,Fri Mar 15 10:34:10 +0000 2024,khusus jakarta hilang ibukota negara pindah kah kota nusantara jakarta daerah otonom tingkat provinsi aneh wacana status jakarta daerah khusus status daerah khusus ikn
840,superjumanto7,Kalo ibukota sudah benar benar di IKN apakah orang non jawa akan tetap menyalahkan orang Jawa di segala situasi?,Fri Mar 15 13:54:06 +0000 2024,ibukota ikn orang non jawa salah orang jawa situasi
841,meddddssss,@MorphoMenelausX @suatu_waktu di daerahku Tenggarong aja yg lokasi SPN baru polda sini bener2 berbatasan dgn kecamatan lokasi inti IKN udah terdampak dgn adanya ibukota ibukotaan itu. yap terdampak scr kumuhnya &amp; kriminalitasnya meningkat drastis ,Fri Mar 15 02:55:51 +0000 2024,daerah tenggarong lokasi spn polisi daerah bener bener batas camat lokasi inti ikn dampak ibukota ibukotaan iya dampak kumuh amp kriminalitas tingkat drastis
842,puspita77777,@DokterTifa Sama dok... Dulu saya suka komentar yg nyerempet² ibukota baru... Ehh dibilangnya saya sirik sampai byk teman² yg di Kalimantan blokir pertemanan... Ehh skrg tiba² balik add saya &amp; saya lihat komennya juga pedas mengenai IKN. Rupanya kecewa mereka skrg,Fri Mar 15 05:33:48 +0000 2024,dok suka komentar nyerempet ibukota ehh bilang sirik teman kalimantan blokir teman ehh add amp lihat komennya pedas kena ikn rupa kecewa
843,PILUNEGRIKU,@Boediantar4 IKN jadi ibukota Indochina Jakarta Singapura ke 2 Penguasaan pulau Jawa dng menempatkan sebanyak2nya koloni di Jabar salah satunya melalui transfortasi Jalur kereta cepat jakarta bandung Pintu bebas pendatang haram bangsa BACIN melalui pesisir Jakarta Kedaulatan Omong kosong !,Fri Mar 15 14:35:41 +0000 2024,ikn ibukota indochina jakarta singapura kah kuasa pulau jawa dng sebanyak2nya koloni jawa barat salah transfortasi jalur kereta cepat jakarta bandung pintu bebas haram bangsa bacin pesisir jakarta daulat omong kosong
844,ade_rusmaya,@OposisiCerdas HHH...ko bisa nyerahin ke wapres hnya krna bukan lgi DKI. n UU IKN itu kpan di sah kan'a prasaan IKN blm slesai. knpa penguasa bgtu buru² pindah ibukota. pilpres blm rampung IKN blm rampung. ni penguasa ma komplotan'a tolol pa goblok sih?,Wed Mar 13 13:18:50 +0000 2024,hhhko nyerahin kah wapres krna daerah khusus ibukota undang ikn kpan sah kana prasaan ikn selesai kuasa buru pindah ibukota pilpres rampung ikn rampung kuasa komplotana tolol bodoh sih
845,PriaMedan3,Jakarta saja awalnya hanya kota yang tidak sengaja menjadi kota metropolitan &amp; menjadi ibu kota negara dan pada akhirnya ibukota negara pindah ke IKN.,Thu Mar 14 14:03:29 +0000 2024,jakarta kota sengaja kota metropolitan amp kota negara ibukota negara pindah kah ikn
846,mabok_lautan,@ARSIPAJA IKN new ibukota china,Fri Mar 15 07:24:51 +0000 2024,ikn new ibukota china
847,Ricz_sky,@routterdamn @gentrifybimbo @leksicunt Amerika mindahin kota bukan bangun kota baru dari 0 artinya Washington DC udah ada tinggal mindahin aja beda kasus sama IKN kalo mau dijadikan contoh noh Myanmar mindahin ibukota dari Yangon ke Naypyidaw,Fri Mar 15 13:17:54 +0000 2024,amerika mindahin kota bangun kota arti washington dc tinggal mindahin beda ikn contoh noh myanmar mindahin ibukota yangon kah naypyidaw
848,estd666,@ARSIPAJA Jadi IKN itu ibukota atau apa?,Fri Mar 15 04:00:51 +0000 2024,ikn ibukota
849,Indonesiaguyub,@tempodotco Kalau tanah IKN dikuasai para investor swasta. Artinya IKN bukan lagi Ibukota Negara. Tapi real estate swasta yg membangun kota mandiri diatas lahan IKN.,Thu Mar 14 23:25:23 +0000 2024,tanah ikn asai investor swasta arti ikn ibukota negara real estate swasta bangun kota mandiri lahan ikn
